experiment_name,distance,samples,epochs,batch_size,learning_rate,hidden_dim,num_layers,aggr,dropout,final_loss,train_accuracy,val_accuracy,test_accuracy,training_time_minutes,total_parameters,device,gpu_name,timestamp
d9,9,1000000,50,256,0.0003,256,5,max,0.1,0.220134592461586,0.8946,0.8886,0.0,76.30067584911983,547201,cpu,,2026-02-05T01:29:11.807681
