split_name,distance,p_value,accuracy,error_rate,ler,mwpm_ler,ler_ratio
b3_balanced,11,0.008,0.5255,0.4745,0.4745,0.0545,8.706422018348624
b3_balanced,13,0.001,0.9023,0.0977,0.0977,0.0,inf
b3_balanced,13,0.002,0.6955,0.3045,0.3045,0.0,inf
b3_balanced,13,0.003,0.594,0.406,0.406,0.0,inf
b3_balanced,13,0.004,0.5443,0.4557,0.4557,0.0004,1139.25
b3_balanced,13,0.005,0.5222,0.4778,0.4778,0.0032,149.3125
b3_balanced,13,0.006,0.5088,0.4911999999999999,0.4911999999999999,0.0108,45.481481481481474
b3_balanced,13,0.007,0.4956,0.5044,0.5044,0.0272,18.544117647058822
b3_balanced,13,0.008,0.5067,0.4932999999999999,0.4932999999999999,0.0543,9.084714548802944
b4_d7more,9,0.001,0.9944,0.0056,0.0056,0.0,inf
b4_d7more,9,0.002,0.9643,0.0356999999999999,0.0356999999999999,0.0001,356.999999999999
b4_d7more,9,0.003,0.903,0.0969999999999999,0.0969999999999999,0.0003,323.33333333333303
b4_d7more,9,0.004,0.831,0.169,0.169,0.0025,67.60000000000001
b4_d7more,9,0.005,0.7432,0.2568,0.2568,0.0065,39.5076923076923
b4_d7more,9,0.006,0.6926,0.3074,0.3074,0.0162,18.97530864197531
b4_d7more,9,0.007,0.633,0.367,0.367,0.0335,10.955223880597014
