distance,current_ms,projected_ms,speedup,current_throughput,projected_throughput
3,18.995220407936248,2.3618509995318107,8.042514287184783,3369.2686173444267,27097.39099235587
5,23.889802040963442,2.2206868779651288,10.757843565435154,2678.9673639932334,28819.911818745382
7,24.395159183471577,2.3414794473382585,10.418694561339604,2623.4713009522743,27333.146175061996
9,25.449226530920953,2.4482658372096715,10.39479706171363,2514.811203485483,26140.952108755413
11,24.461889795707158,2.4115176527236457,10.143773887816709,2616.314623869797,26539.30396392344
13,26.097618367574036,2.9922255918598033,8.721808421989062,2452.3310556000465,21388.761654237813
