Split,d3 %,d5 %,d7 %,Train Acc,Val Acc,Test Acc,Final Loss,Time (min)
reversed_50_30_20,50.0,30.0,20.0,98.1,95.504,95.38799999999999,0.048366295940876006,126.00210218429565
