Split,d3 %,d5 %,d7 %,Train Acc,Val Acc,Test Acc,Final Loss,Time (min)
baseline_33_33_33,33.0,33.0,34.0,97.6,94.42099999999999,94.57900000000001,0.06100148661971092,148.30417441924413
