split_name,d=9,d=11,d=13
baseline_33_33_33,77.03750000000001,67.26875,60.84499999999999
no_d3_30_70,78.78375,68.79625,61.75125
no_d3_50_50,78.05,68.38250000000001,61.863749999999996
reversed_50_30_20,76.0725,66.545,60.07749999999999
tiny_d3_10_40_50,78.19,68.5325,61.588750000000005
