experiment_name,distances,num_distances,total_samples,epochs,batch_size,learning_rate,hidden_dim,num_layers,aggr,dropout,final_loss,train_accuracy,val_accuracy,test_accuracy,training_time_minutes,total_parameters,device,gpu_name,timestamp
d3,[3],1,1000000,50,256,0.0005,128,5,max,0.0,0.032606891371905804,0.9885,0.9861,0.98603,68.59017977714538,142593,cpu,,2026-01-16T03:34:16.275053
