experiment_name,distances,num_distances,total_samples,epochs,batch_size,learning_rate,hidden_dim,num_layers,aggr,dropout,final_loss,train_accuracy,val_accuracy,test_accuracy,training_time_minutes,total_parameters,device,gpu_name,timestamp
d7,[7],1,1000000,50,256,0.0005,128,5,max,0.0,0.11386307730197906,0.9536,0.90444,0.90723,296.0325693686803,142593,cpu,,2026-01-16T10:56:28.164083
