experiment_name,distances,num_distances,total_samples,epochs,batch_size,learning_rate,hidden_dim,num_layers,aggr,dropout,final_loss,train_accuracy,val_accuracy,test_accuracy,training_time_minutes,total_parameters,device,gpu_name,timestamp
d11,[11],1,1000000,50,256,0.0005,128,5,max,0.0,0.30650385859489443,0.836,0.79779,0.79658,857.2723732272784,142593,cpu,,2026-01-17T05:36:18.230099
